Stations_ID;Von_Datum;Bis_Datum;Stationshoehe;geoBreite;geoLaenge;Stationsname;Bundesland
01550; 19360101; 20010404;            719;     47.4830;   11.0621; Garmisch-Partenkirchen                ;Bayern
01552; 19951101; 19960430;             13;     53.2066;   14.3817; Gartz/Oder                            ;Brandenburg
01568; 19580501; 19821031;            916;     50.6549;   10.7743; Gehlberg-Schmücke                     ;Thüringen
01580; 18840701; 20061130;            111;     49.9859;    7.9548; Geisenheim                            ;Hessen
01583; 19470101; 19701231;            823;     50.7719;   13.7732; Geisingberg                           ;Sachsen
01584; 20090601; 20110331;            673;     47.9242;    8.6474; Geisingen                             ;Baden-Württemberg
01586; 19610701; 19680430;            610;     47.8774;   12.6279; Traunstein-Geißing                    ;Bayern
01590; 19631001; 20111231;             37;     51.4942;    6.2463; Geldern-Walbeck                       ;Nordrhein-Westfalen
01593; 19490101; 19740430;            190;     50.2027;    9.1989; Gelnhausen                            ;Hessen
01602; 19700101; 20111231;            177;     48.4330;    7.9930; Ohlsbach                              ;Baden-Württemberg
01605; 19530101; 20000630;             35;     52.3875;   12.1602; Genthin                               ;Sachsen-Anhalt
01612; 19520101; 20160531;            311;     50.8812;   12.1289; Gera-Leumnitz                         ;Thüringen
01617; 19810101; 20071231;            210;     51.7259;   11.1317; Gernrode                              ;Sachsen-Anhalt
01619; 19560101; 20051231;             90;     49.7622;    8.4887; Gernsheim                             ;Hessen
01621; 19490101; 19631231;            553;     50.2777;    9.9144; Geroda-Platz                          ;Bayern
01623; 19960301; 20021130;            530;     50.4477;    9.9174; Gersfeld                              ;Hessen
01638; 19490101; 19840430;            158;     50.5910;    8.6551; Gießen (Lahntal)                      ;Hessen
01639; 19490101; 20080831;            203;     50.6017;    8.6439; Gießen/Wettenberg                     ;Hessen
01645; 19490101; 20111231;            340;     50.9656;    9.0500; Gilserberg-Moischeid                  ;Hessen
01666; 19930301; 20010331;             12;     54.8273;    9.5058; Glücksburg-Meierwik                   ;Schleswig-Holstein
01667; 19510101; 20061231;              1;     53.7970;    9.4295; Glückstadt                            ;Schleswig-Holstein
01684; 18670730; 20181231;            239;     51.1621;   14.9506; Görlitz                               ;Sachsen
01689; 19490101; 20040630;            441;     49.7656;   11.3062; Gößweinstein                          ;Bayern
01691; 19270101; 20151231;            167;     51.5002;    9.9507; Göttingen                             ;Niedersachsen
01694; 19510101; 20001221;             59;     53.6058;   12.1034; Goldberg                              ;Mecklenburg-Vorpommern
01709; 19520101; 19901231;            360;     50.8496;   13.9392; Gottleuba, Bad                        ;Sachsen
01721; 19910101; 20111231;            506;     49.6640;   11.2239; Gräfenberg-Kasberg                    ;Bayern
01735; 19951201; 20111231;            628;     48.7894;   13.6290; Grainet-Rehberg                       ;Bayern
01736; 19510101; 20111231;             27;     53.5731;   10.6797; Grambek                               ;Schleswig-Holstein
01748; 19490101; 20050331;            608;     50.4788;    9.2620; Grebenhain-Herchenhain                ;Hessen
01757; 18980301; 20201031;              2;     54.0967;   13.4056; Greifswald                            ;Mecklenburg-Vorpommern
01758; 19510101; 19771231;              2;     54.1000;   13.4500; Greifswald-Wieck                      ;Mecklenburg-Vorpommern
01759; 19990701; 20001031;             12;     54.2437;   13.9102; Greifswalder Oie                      ;Mecklenburg-Vorpommern
01762; 18970101; 20061231;            270;     50.6249;   12.1777; Greiz-Dölau                           ;Thüringen
01766; 19891001; 20220831;             48;     52.1344;    7.6969; Münster/Osnabrück                     ;Nordrhein-Westfalen
01803; 19670101; 20111231;             35;     54.0714;   12.3238; Groß Lüsewitz                         ;Mecklenburg-Vorpommern
01832; 19821101; 20160416;           1436;     49.1129;   13.1338; Großer Arber                          ;Bayern
01833; 19490101; 19821031;           1307;     49.0851;   13.2801; Grosser Falkenstein                   ;Bayern
01834; 19510101; 19780630;            913;     50.8519;   10.4665; Grosser Inselsberg                    ;Thüringen
01844; 19590101; 19811231;            517;     47.9411;   11.9004; Feldkirchen-Westerham-Lenzmühle       ;Bayern
01849; 19490101; 19601231;            408;     48.8126;   11.5728; Großmehring-Theißing                  ;Bayern
01863; 19950301; 20111231;            258;     50.2667;    9.1854; Gründau-Breitenborn                   ;Hessen
01869; 19730101; 20000630;             56;     53.3154;   13.9339; Grünow                                ;Brandenburg
01873; 19570501; 19981231;            300;     51.7956;   10.2380; Grund, Bad                            ;Niedersachsen
01875; 19510101; 20021231;            492;     48.9354;    9.7364; Gschwend, Kr. Ostalb                  ;Baden-Württemberg
01891; 18880101; 20020331;             73;     51.8770;    8.3577; Rheda-Wiedenbrück-Lintel              ;Nordrhein-Westfalen
01902; 19841101; 20001231;            413;     49.1273;   10.7448; Gunzenhausen/Altmühlsee               ;Bayern
01920; 19780601; 20071231;            100;     51.4129;    7.4895; Hagen-Fley                            ;Nordrhein-Westfalen
01929; 19470101; 20010731;            567;     51.8597;   10.3368; Hahnenklee                            ;Niedersachsen
01957; 19670101; 19971104;             93;     51.5138;   11.9499; Halle-Kröllwitz                       ;Sachsen-Anhalt
01960; 18510101; 19661231;            102;     51.4831;   11.9671; Halle (Stadt)                         ;Sachsen-Anhalt
01964; 19520101; 20111231;            328;     49.9445;    6.3821; Olsdorf                               ;Rheinland-Pfalz
01972; 19510101; 19620930;             35;     53.4793;   10.2415; Hamburg-Bergedorf                     ;Hamburg
01973; 19470101; 19541231;             14;     53.5598;    9.9874; Hamburg-Botanischer Garten            ;Hamburg
01975; 19460101; 20220531;             11;     53.6332;    9.9881; Hamburg-Fuhlsbüttel                   ;Hamburg
01979; 19510101; 20061231;              2;     53.4213;   10.1462; Hamburg-Kirchwerder                   ;Hamburg
01981; 19620501; 20111231;              3;     53.4777;    9.8957; Hamburg-Neuwiedenthal                 ;Hamburg
01986; 19780601; 19880430;              1;     53.4699;   10.1804; Hamburg-Reitbrook                     ;Hamburg
01987; 19560101; 20000229;             47;     53.5467;    9.9662; Hamburg-Sankt Pauli                   ;Hamburg
01990; 19510101; 20061231;             18;     53.5853;   10.1293; Hamburg-Wandsbek                      ;Hamburg
01993; 19470101; 20071031;             68;     52.0848;    9.3896; Hameln                                ;Niedersachsen
02000; 19950601; 19960930;            106;     50.1205;    8.9243; Hanau                                 ;Hessen
02005; 19610101; 19941231;            108;     52.7199;   10.5987; Hankensbüttel                         ;Niedersachsen
02014; 19470101; 20220430;             55;     52.4644;    9.6779; Hannover                              ;Niedersachsen
02039; 19470101; 20111231;            201;     51.9002;   10.5699; Harzburg, Bad                         ;Niedersachsen
02044; 19450501; 20030731;            404;     51.6520;   11.1366; Harzgerode                            ;Sachsen-Anhalt
02048; 19510101; 19591231;              3;     53.6342;    9.6038; Haseldorf                             ;Schleswig-Holstein
02069; 19490101; 19750531;            648;     48.8629;   13.0670; Hausstein                             ;Bayern
02074; 19510101; 20111231;            518;     48.3752;    8.9800; Hechingen                             ;Baden-Württemberg
02078; 19470101; 20020630;             10;     54.2181;    9.0853; Weddingstedt                          ;Schleswig-Holstein
02080; 19450101; 20111231;            110;     49.4206;    8.6676; Heidelberg                            ;Baden-Württemberg
02081; 19360101; 19601231;            561;     49.3981;    8.7251; Königstuhl                            ;Baden-Württemberg
02083; 19490101; 19581231;            110;     49.4192;    8.6051; Heidelberg-Grenzhof                   ;Baden-Württemberg
02088; 19490101; 20050430;            522;     48.6849;   10.1420; Heidenheim/Brenz                      ;Baden-Württemberg
02092; 19520201; 19901231;            496;     50.1691;    7.9949; Heidenrod-Mappershain                 ;Hessen
02095; 19490101; 20031031;            167;     49.1448;    9.2333; Heilbronn                             ;Baden-Württemberg
02110; 19630101; 20111231;             57;     51.0411;    6.1042; Heinsberg-Schleiden                   ;Nordrhein-Westfalen
02115; 19520501; 20150531;              4;     54.1750;    7.8920; Helgoland                             ;Schleswig-Holstein
02120; 19470301; 20061231;            140;     52.2164;   11.0219; Helmstedt                             ;Niedersachsen
02122; 19700101; 20020531;              2;     53.9701;    9.0095; Helse, Kr. Dithmarschen               ;Schleswig-Holstein
02147; 19470101; 20071231;             77;     52.1264;    8.6865; Herford                               ;Nordrhein-Westfalen
02151; 19490101; 19910831;            215;     51.0048;   10.1705; Herleshausen                          ;Hessen
02158; 19510101; 20050930;            350;     48.8042;    8.4430; Herrenalb, Bad                        ;Baden-Württemberg
02159; 19780401; 19850331;            434;     48.5915;    8.8541; Herrenberg                            ;Baden-Württemberg
02160; 19810101; 20001231;            360;     50.8444;   10.6904; Herrenhof                             ;Thüringen
02166; 19770101; 19770430;            344;     51.0167;   14.7500; Herrnhut                              ;Sachsen
02167; 19510101; 20111231;            302;     49.7672;    7.3356; Niederwörresbach                      ;Rheinland-Pfalz
02171; 19490101; 20081031;            272;     50.8520;    9.7377; Hersfeld, Bad                         ;Hessen
02173; 19760101; 20071231;             60;     51.5890;    7.1548; Herten                                ;Nordrhein-Westfalen
02174; 19911001; 20111231;            236;     51.6255;   10.3695; Herzberg                              ;Niedersachsen
02201; 19310414; 20111231;              1;     54.5750;   13.1044; Hiddensee-Vitte                       ;Mecklenburg-Vorpommern
02206; 19530301; 20080229;            117;     52.1408;    9.8838; Hildesheim                            ;Niedersachsen
02211; 19510101; 20111231;            295;     50.7370;    7.6525; Hilgenroth                            ;Rheinland-Pfalz
02221; 19800101; 19991031;           1053;     47.5408;   10.4371; Hindelang-Unterjoch                   ;Bayern
02223; 19600101; 20011231;            300;     50.3674;   10.5687; Hindfeld                              ;Thüringen
02225; 19220101; 19840930;            385;     50.9167;   14.3667; Hinterhermsdorf                       ;Sachsen
02226; 19600402; 20020930;            668;     50.4707;   10.9106; Eisfeld-Waffenrod-Hinterrod           ;Thüringen
02228; 19700101; 20050331;            883;     47.8983;    8.1055; Hinterzarten                          ;Baden-Württemberg
02244; 19490101; 19990930;           1008;     47.7327;    8.1627; Höchenschwand                         ;Baden-Württemberg
02250; 19490101; 20060731;            403;     49.1279;   12.8645; Höllenstein (Kraftwerk)               ;Bayern
02252; 19941201; 20111231;            271;     50.8992;   14.7456; Bertsdorf-Hörnitz                     ;Sachsen
02260; 19490101; 20061231;            474;     50.3230;   11.9077; Hof (Stadt)                           ;Bayern
02261; 19490101; 20181218;            565;     50.3123;   11.8760; Hof                                   ;Bayern
02264; 19490101; 20021130;            242;     51.5340;    9.4789; Hofgeismar-Beberbeck                  ;Hessen
02268; 19490101; 20061231;            265;     50.1351;   10.5156; Hofheim                               ;Bayern
02290; 19361201; 20190101;            977;     47.8009;   11.0108; Hohenpeißenberg                       ;Bayern
02297; 19720601; 19951130;             80;     54.1195;    9.7127; Hohenwestedt                          ;Schleswig-Holstein
02302; 19910101; 19921231;            317;     50.9632;   11.4847; Hohlstedt-Kötschau                    ;Thüringen
02303; 19811001; 20061231;             10;     54.3162;    9.5385; Hohn                                  ;Schleswig-Holstein
02306; 19771101; 20111231;              8;     54.3194;   10.6732; Hohwacht                              ;Schleswig-Holstein
02318; 19980801; 20000131;            397;     50.2182;    7.9133; Holzhausen a.d. Haide                 ;Rheinland-Pfalz
02319; 19821201; 20111231;            685;     47.8823;   11.6961; Holzkirchen                           ;Bayern
02323; 19510101; 20111231;            110;     51.8529;    9.4953; Bevern, Kr. Holzminden                ;Niedersachsen
02324; 19750601; 20080930;            440;     51.7659;    9.5447; Holzminden-Silberborn                 ;Niedersachsen
02327; 19510101; 20000630;            250;     50.7316;    9.0032; Homberg/Ohm                           ;Hessen
02331; 19700101; 20021231;            235;     49.3278;    7.3533; Homburg/Saar                          ;Saarland
02344; 19490101; 19640331;            582;     50.1511;   11.6980; Horlachen                             ;Bayern
02349; 19530101; 20050831;           1138;     48.6136;    8.2033; Hornisgrinde                          ;Baden-Württemberg
02352; 19570101; 19710831;            712;     47.6227;    8.0177; Hottingen                             ;Baden-Württemberg
02360; 19360101; 19780430;            438;     48.6018;   11.6769; Hüll                                  ;Bayern
02362; 19821001; 20111231;            328;     50.5651;    7.4843; Hümmerich                             ;Rheinland-Pfalz
02374; 18910101; 19740630;              3;     54.4752;    9.0564; Husum                                 ;Schleswig-Holstein
02388; 19900601; 20031231;            193;     48.0419;    7.6322; Ihringen                              ;Baden-Württemberg
02393; 19230701; 19440930;            498;     50.6805;   10.9073; Ilmenau                               ;Thüringen
02396; 19510101; 19680731;            260;     51.8667;   10.6833; Ilsenburg                             ;Sachsen-Anhalt
02406; 19800701; 20021130;            209;     49.2967;    9.6520; Ingelfingen                           ;Baden-Württemberg
02409; 19490101; 19531231;            360;     48.7662;   11.4539; Ingolstadt (Flussmeisterstelle)       ;Bayern
02417; 19590101; 19771231;            621;     48.1644;   12.0307; Mittbach                              ;Bayern
02422; 19470101; 19780630;            230;     51.3768;    7.7644; Iserlohn-Westig                       ;Nordrhein-Westfalen
02423; 19530101; 20040430;            712;     47.6894;   10.0416; Isny                                  ;Baden-Württemberg
02429; 20030701; 20090331;             21;     53.9897;    9.5696; Itzehoe                               ;Schleswig-Holstein
02436; 19950101; 20061231;             55;     52.0547;   13.2344; Jänickendorf                          ;Brandenburg
02444; 18790101; 20111231;            155;     50.9251;   11.5830; Jena (Sternwarte)                     ;Thüringen
02451; 19910101; 20010831;             77;     51.7954;   12.9583; Jessen/Elster                         ;Sachsen-Anhalt
02456; 19310101; 20040630;              7;     53.5322;    7.8806; Jever                                 ;Niedersachsen
02464; 19510101; 19901031;              1;     53.5316;    9.6752; Jork                                  ;Niedersachsen
02474; 19760101; 20081231;             91;     50.9104;    6.4093; Jülich (Forsch.-Anlage)               ;Nordrhein-Westfalen
02475; 19670101; 19771231;             75;     52.0000;   13.1009; Jüterbog                              ;Brandenburg
02477; 19700401; 20081231;            728;     47.5938;    7.9597; Jungholz (Kühmoos)                    ;Baden-Württemberg
02480; 19490101; 20111231;            108;     50.0643;    8.9930; Kahl/Main                             ;Bayern
02483; 19261101; 20170531;            839;     51.1803;    8.4891; Kahler Asten                          ;Nordrhein-Westfalen
02486; 19430125; 20111231;            271;     49.4262;    7.7557; Kaiserslautern                        ;Rheinland-Pfalz
02488; 19490101; 20020930;            516;     48.7701;   10.7876; Kaisheim-Neuhof                       ;Bayern
02497; 19470101; 20111231;            505;     50.5014;    6.5264; Kall-Sistig                           ;Nordrhein-Westfalen
02503; 19510201; 20010331;            487;     50.6266;   10.1455; Kaltennordheim                        ;Thüringen
02521; 19500101; 19940331;            374;     48.6765;   11.2961; Karlshuld                             ;Bayern
02522; 19360101; 20081031;            112;     49.0382;    8.3641; Karlsruhe                             ;Baden-Württemberg
02532; 18800101; 20021230;            231;     51.2963;    9.4424; Kassel                                ;Hessen
02533; 19460701; 19770630;            198;     51.3340;    9.4506; Kassel-Harleshausen                   ;Hessen
02536; 19830901; 19921231;            283;     51.3173;    9.4145; Kassel-Wilhelmshöhe (A)               ;Hessen
02542; 19700501; 20111231;            716;     47.8652;   10.6007; Kaufbeuren                            ;Bayern
02543; 19680101; 20081231;            585;     48.0916;   10.8609; Kaufering                             ;Bayern
02546; 19881001; 20031231;            140;     48.5576;    7.8800; Kehl-Odelshofen                       ;Baden-Württemberg
02559; 19520101; 20090630;            705;     47.7233;   10.3348; Kempten                               ;Bayern
02564; 19860601; 20010430;             28;     54.3776;   10.1424; Kiel-Holtenau                         ;Schleswig-Holstein
02565; 19450101; 19880930;             17;     54.3378;   10.0929; Kiel-Kronshagen                       ;Schleswig-Holstein
02575; 20070522; 20111231;            432;     49.1804;    9.9800; Kirchberg/Jagst-Herboldshausen        ;Baden-Württemberg
02578; 19450301; 20111231;             14;     53.9995;   11.4341; Kirchdorf/Poel                        ;Mecklenburg-Vorpommern
02597; 19490101; 20110630;            282;     50.2240;   10.0792; Kissingen, Bad                        ;Bayern
02600; 19821101; 20111231;            193;     49.7363;   10.1781; Kitzingen                             ;Bayern
02601; 19360101; 20010430;            822;     50.2218;    8.4469; Kleiner Feldberg/Taunus               ;Hessen
02609; 19740901; 19810331;             40;     53.9587;   10.3293; Klein Rönnau                          ;Schleswig-Holstein
02618; 19580101; 20111231;            732;     50.8458;   10.4803; Kleiner Inselsberg                    ;Thüringen
02627; 19960701; 20111231;            128;     51.5554;   13.8845; Schipkau-Klettwitz                    ;Brandenburg
02629; 19041001; 20111231;             46;     51.7612;    6.0954; Kleve                                 ;Nordrhein-Westfalen
02638; 19510101; 20000630;            974;     48.1054;    8.7548; Klippeneck                            ;Baden-Württemberg
02641; 19941001; 20111231;             90;     51.5185;   12.9065; Klitzschen bei Torgau                 ;Sachsen
02649; 19371101; 19450131;            310;     50.9138;   11.8616; Klosterlausnitz, Bad                  ;Thüringen
02654; 19490101; 19831031;            200;     49.0265;    8.7554; Knittlingen                           ;Baden-Württemberg
02657; 19550101; 20080131;             85;     50.3369;    7.5992; Koblenz-Horchheim                     ;Rheinland-Pfalz
02665; 19510101; 19841231;             45;     50.9615;    6.9712; Köln-Botanischer Garten               ;Nordrhein-Westfalen
02667; 19570901; 20220430;             92;     50.8645;    7.1575; Köln-Bonn                             ;Nordrhein-Westfalen
02680; 19510101; 20111231;            289;     50.2840;   10.4456; Königshofen, Bad                      ;Bayern
02689; 19510101; 19601231;             40;     53.2279;    9.6527; Königsmoor                            ;Niedersachsen
02691; 19940401; 20081231;            378;     48.6707;   11.2173; Königsmoos-Untermaxfeld               ;Bayern
02693; 19490101; 19890630;            380;     50.1855;    8.4698; Königstein/Taunus                     ;Hessen
02700; 19610101; 20111231;            416;     48.8302;   11.4872; Kösching                              ;Bayern
02701; 19450701; 20070331;            136;     51.1329;   11.7252; Kösen, Bad                            ;Sachsen-Anhalt
02704; 19931001; 20111231;             76;     51.7511;   12.0094; Köthen (Anhalt)                       ;Sachsen-Anhalt
02708; 19910801; 20111231;            742;     47.6652;   11.0805; Kohlgrub, Bad (Rosshof)               ;Bayern
02712; 19721101; 20171231;            428;     47.6952;    9.1307; Konstanz                              ;Baden-Württemberg
02713; 19490101; 19741231;            398;     47.6605;    9.1634; Konstanz (Stadtgärtnerei)             ;Baden-Württemberg
02717; 19890601; 20051231;            395;     51.2662;    8.8309; Korbach-Lengefeld                     ;Hessen
02738; 19710201; 19960430;            776;     47.6448;   11.7438; Kreuth                                ;Bayern
02750; 19490101; 20111231;            310;     50.2524;   11.3209; Kronach                               ;Bayern
02757; 19610101; 19831231;            238;     47.9077;    7.7020; Krozingen, Bad                        ;Baden-Württemberg
02761; 19510101; 19901031;            520;     48.2510;   10.4163; Krumbach-Edenhausen                   ;Bayern
02770; 19730701; 19740831;             35;     53.9015;   10.2359; Kükels                                ;Schleswig-Holstein
02775; 19490101; 19800630;            225;     49.2795;    9.6925; Künzelsau                             ;Baden-Württemberg
02780; 19600101; 19820531;            330;     50.1003;   11.4494; Kulmbach                              ;Bayern
02783; 19660901; 19920831;            436;     48.5126;   12.1513; Kumhausen                             ;Bayern
02790; 19700101; 19810831;            296;     49.5592;    7.4134; Kusel-Fünfbirken                      ;Rheinland-Pfalz
02794; 19450501; 20000630;             40;     52.9362;   12.4093; Kyritz                                ;Brandenburg
02812; 19500101; 20160729;            156;     48.3647;    7.8280; Lahr                                  ;Baden-Württemberg
02814; 19490101; 20111231;            687;     48.5122;    9.7644; Merklingen                            ;Baden-Württemberg
02821; 19510101; 19571231;            214;     51.9603;   10.0157; Lamspringe                            ;Niedersachsen
02830; 19500101; 19671231;            602;     48.0349;   10.8709; Landsberg/Lech                        ;Bayern
02831; 19490101; 20080331;            393;     48.5357;   12.1132; Landshut                              ;Bayern
02856; 19930601; 20111231;             91;     51.9173;   13.0878; Langenlipsdorf                        ;Brandenburg
02861; 19510101; 19860630;              5;     53.7445;    7.4775; Langeoog                              ;Niedersachsen
02872; 19470101; 19501231;             15;     52.8457;    7.3489; Lathen                                ;Niedersachsen
02878; 19470401; 20070430;            117;     51.3909;   11.8786; Lauchstädt, Bad                       ;Sachsen-Anhalt
02879; 19490101; 19851231;            199;     49.5781;    9.7142; Lauda-Königshofen-Gerlachsheim        ;Baden-Württemberg
02889; 19730101; 19910930;            300;     51.6323;   10.4737; Lauterberg, Bad (A)                   ;Niedersachsen
02906; 19510101; 19750228;              5;     54.7750;    8.9808; Leck (A)                              ;Schleswig-Holstein
02907; 19741101; 20001231;              7;     54.7903;    8.9514; Leck                                  ;Schleswig-Holstein
02912; 19560301; 19741130;              9;     54.7419;    9.8791; Lehbek                                ;Schleswig-Holstein
02920; 19780901; 19970630;            365;     48.7654;   12.5121; Leiblfing                             ;Bayern
02923; 19550101; 19700531;            663;     47.9116;   10.6124; Leinau                                ;Bayern
02925; 19570101; 20080831;            356;     51.3932;   10.3123; Leinefelde                            ;Thüringen
02928; 18631201; 20121231;            138;     51.3151;   12.4462; Leipzig-Holzhausen                    ;Sachsen
02931; 19570801; 19720430;            128;     51.3920;   12.3962; Leipzig-Mockau                        ;Sachsen
02932; 19340101; 20220831;            131;     51.4347;   12.2396; Leipzig/Halle                         ;Sachsen
02947; 19620401; 20111231;            286;     51.1333;    8.0348; Lennestadt-Theten                     ;Nordrhein-Westfalen
02949; 19470801; 20020131;            758;     48.5396;    9.5275; Lenningen-Schopfloch                  ;Baden-Württemberg
02950; 19620401; 20061231;             14;     54.2190;   10.8844; Lensahn                               ;Schleswig-Holstein
02951; 19941001; 20111231;             20;     53.1007;   11.4864; Lenzen/Elbe                           ;Brandenburg
02953; 19610101; 20111231;            854;     47.8597;    8.2308; Lenzkirch-Ruhbühl                     ;Baden-Württemberg
02963; 19460101; 19781231;             92;     51.3167;   12.0333; Leunawerke                            ;Sachsen-Anhalt
02968; 19470101; 20080229;             43;     50.9894;    6.9777; Köln-Stammheim                        ;Nordrhein-Westfalen
02985; 19910102; 20070531;            321;     50.9383;   14.2094; Lichtenhain-Mittelndorf               ;Sachsen
02996; 19510101; 19601231;            352;     48.7726;    8.7287; Liebenzell, Bad                       ;Baden-Württemberg
03001; 19650101; 19900531;            284;     48.0674;    7.6770; Liliental                             ;Baden-Württemberg
03004; 19490101; 19990630;            185;     50.4116;    8.0605; Limburg/Lahn-Offheim                  ;Hessen
03007; 19510101; 19551231;             96;     49.4111;    8.3980; Limburgerhof                          ;Rheinland-Pfalz
03015; 19510101; 20200318;             98;     52.2085;   14.1180; Lindenberg                            ;Brandenburg
03016; 19700601; 19880430;            760;     47.5980;    9.8878; Lindenberg/Allgäu                     ;Bayern
03017; 19840701; 20100430;            341;     49.6800;    8.7823; Lindenfels                            ;Hessen
03018; 19730401; 20051231;            445;     49.7117;    8.7804; Lindenfels-Winterkasten               ;Hessen
03023; 19510101; 20140930;             22;     52.5181;    7.3081; Lingen                                ;Niedersachsen
03028; 19510101; 20130825;            157;     51.7854;    8.8388; Lippspringe, Bad                      ;Nordrhein-Westfalen
03031; 19801201; 20111231;             92;     51.6336;    8.3945; Lippstadt-Bökenförde                  ;Nordrhein-Westfalen
03032; 19480101; 20080930;             25;     55.0110;    8.4125; List auf Sylt                         ;Schleswig-Holstein
03034; 19520301; 20111231;            496;     50.4505;   11.6350; Lobenstein, Bad                       ;Thüringen
03042; 19930701; 20111231;            230;     50.5617;    8.2386; Löhnberg-Obershausen                  ;Hessen
03044; 19510101; 20111231;             22;     52.7198;    7.7472; Löningen                              ;Niedersachsen
03045; 19930501; 20070630;             27;     52.7432;    7.8763; Löningen-Hagel                        ;Niedersachsen
03056; 19490101; 20051031;            161;     50.0103;    9.6100; Lohr/Main-Steinbach                   ;Bayern
03062; 19510101; 19890531;            100;     50.0352;    7.8197; Lorch/Rhein                           ;Hessen
03076; 19510101; 19561231;             95;     49.4606;    8.4246; Ludwigshafen-Mundenheim               ;Rheinland-Pfalz
03082; 19730101; 19741231;             56;     51.9333;   13.8833; Lübben                                ;Brandenburg
03083; 19911001; 20111231;             57;     51.9267;   13.8797; Lübben-Blumenfelde                    ;Brandenburg
03085; 19500301; 19850228;             15;     53.8773;   10.6915; Lübeck                                ;Schleswig-Holstein
03086; 19850301; 20020228;             15;     53.8025;   10.6989; Lübeck-Blankensee                     ;Schleswig-Holstein
03088; 18900101; 19730630;              5;     53.8953;   10.7040; Lübeck-Werft                          ;Schleswig-Holstein
03093; 19541201; 20020630;             16;     52.9724;   11.1374; Lüchow                                ;Niedersachsen
03096; 19470101; 19951231;            444;     51.2131;    7.6359; Lüdenscheid (Zeppelin-Gymnasium)      ;Nordrhein-Westfalen
03098; 19940101; 20100331;            387;     51.2452;    7.6425; Lüdenscheid                           ;Nordrhein-Westfalen
03101; 19500101; 19950930;             58;     51.7694;    7.4128; Lüdinghausen                          ;Nordrhein-Westfalen
03103; 19470501; 19971231;             11;     53.2657;   10.4240; Lüneburg                              ;Niedersachsen
03113; 19910101; 19910731;            528;     50.7663;   10.7201; Luisenthal/Ohra                       ;Thüringen
03126; 18810101; 20170531;             79;     52.1029;   11.5827; Magdeburg                             ;Sachsen-Anhalt
03135; 19550501; 19830331;            473;     49.0643;    9.5820; Mainhardt-Ziegelbronn                 ;Baden-Württemberg
03137; 19510101; 20080531;            195;     49.9656;    8.2139; Mainz-Lerchenberg (ZDF)               ;Rheinland-Pfalz
03139; 19831101; 20041231;            509;     48.2166;   11.2965; Maisach-Gernlinden                    ;Bayern
03147; 19530101; 20000331;            390;     48.7548;   12.2118; Mallersdorf-Pfaffenberg-Oberlindhart  ;Bayern
03155; 19611101; 20111231;            413;     50.1015;    6.8009; Manderscheid-Sonnenhof                ;Rheinland-Pfalz
03158; 19911103; 20070531;             12;     52.5468;   14.5453; Manschnow                             ;Brandenburg
03164; 19490101; 20111231;            187;     50.8492;    8.7745; Cölbe, Kr. Marburg-Biedenkopf         ;Hessen
03166; 19550801; 20010331;            639;     50.6511;   13.1469; Marienberg                            ;Sachsen
03167; 19621201; 20110630;            547;     50.6621;    7.9603; Marienberg, Bad                       ;Rheinland-Pfalz
03196; 19020101; 20120430;             81;     53.3222;   11.9321; Marnitz                               ;Mecklenburg-Vorpommern
03204; 19910101; 20111231;            429;     50.7335;   10.8815; Martinroda                            ;Thüringen
03211; 19490101; 19561231;           1012;     48.9359;   13.5746; Mauth-Finsterau                       ;Bayern
03212; 19610101; 20021231;            230;     50.3249;    7.2300; Mayen                                 ;Rheinland-Pfalz
03222; 19610101; 19781231;             60;     52.3411;    9.1403; Meerbeck                              ;Niedersachsen
03223; 19490101; 19770930;            460;     47.6985;    9.2753; Meersburg                             ;Baden-Württemberg
03226; 20060801; 20111231;            107;     51.7259;   11.5109; Aschersleben-Mehringen                ;Sachsen-Anhalt
03227; 19540101; 19801130;            216;     51.8936;    8.9842; Meinberg, Bad                         ;Nordrhein-Westfalen
03228; 19790801; 19951231;            506;     51.0976;    7.6670; Meinerzhagen (A)                      ;Nordrhein-Westfalen
03231; 19790101; 20141231;            450;     50.5611;   10.3771; Meiningen                             ;Thüringen
03234; 19560601; 20111231;            158;     51.1294;   13.4328; Klipphausen-Garsebach                 ;Sachsen
03236; 19860701; 20011231;             85;     52.2147;    8.3833; Melle                                 ;Niedersachsen
03244; 19610101; 20111231;            614;     47.9821;   10.1384; Memmingen                             ;Bayern
03253; 19610101; 20061231;            882;     47.8309;    8.0698; Sankt Blasien-Menzenschwand           ;Baden-Württemberg
03257; 19490101; 20111231;            251;     49.4773;    9.7622; Mergentheim, Bad-Neunkirchen          ;Baden-Württemberg
